chat_id,channel_identifier,condition,message,sender_id,receiver_id,session_time,segment
GSL_G.2_main_1,32496,control,hi!,594825,694133,4.61685,early
GSL_G.2_main_1,32497,control,you're the second person i've met from arlington on here,661074,594825,4.686183333333330,early
GSL_G.2_main_1,32498,control,what dorm are you in?,976819,661074,4.724716666666670,early
GSL_G.2_main_1,32499,control,Ohhh thank you :D,90887,661074,4.742766666666670,early
GSL_G.2_main_1,32500,control,do you have a favorite?,594825,90684,4.8388333333333300,early
GSL_G.2_main_1,32501,control,balz wbu,661074,976819,4.89605,early
GSL_G.2_main_1,32502,control,oh no way,594825,661074,4.942183333333330,early
GSL_G.2_main_1,32503,control,"same same, I'm waiting for next week to arriveeee",504005,551759,4.943833333333330,early
GSL_G.2_main_1,32504,control,can't do this anymore lol,504005,551759,5.070833333333330,early
GSL_G.2_main_1,32505,control,hii what year are you?,976819,694133,5.077833333333330,early
GSL_G.2_main_1,32506,control,thats crazy,594825,661074,5.086833333333330,early
GSL_G.2_main_1,32507,control,"Are you talking about Moge Tee? if so, i love that place too",696373,551759,5.12615,early
GSL_G.2_main_1,32508,control,Are you going home for thanksgiving?,551759,504005,5.1970833333333300,early
GSL_G.2_main_1,32509,control,"i really love to bake so i'm most excited for desserts, pumpkin pie is my favorite",90684,594825,5.2321,early
GSL_G.2_main_1,32510,control,lot of arlington and dc people i see,661074,594825,5.285616666666670,early
GSL_G.2_main_1,32511,control,What year are you in,90887,661074,5.329483333333330,early
GSL_G.2_main_1,32512,control,im a first year!,594825,976819,5.337583333333330,early
GSL_G.2_main_1,32513,control,yeah it is crazt,661074,594825,5.366466666666670,early
GSL_G.2_main_1,32514,control,what about you?,594825,976819,5.3906,early
GSL_G.2_main_1,32515,control,oh fun I'm in page,976819,661074,5.393833333333330,early
GSL_G.2_main_1,32516,control,Yep,504005,551759,5.400183333333330,early
GSL_G.2_main_1,32517,control,crazy,661074,594825,5.403016666666670,early
GSL_G.2_main_1,32518,control,Kellogg!,464297,976819,5.4173,early
GSL_G.2_main_1,32519,control,hbu?,504005,551759,5.451366666666670,early
GSL_G.2_main_1,32520,control,What about you?,464297,976819,5.4719,early
GSL_G.2_main_1,32521,control,i have not been to the city but i've always wanted to go,90684,694133,5.5484,early
GSL_G.2_main_1,32522,control,Yessss that’s what it’s called,551759,696373,5.576833333333330,early
GSL_G.2_main_1,32523,control,first year wbu,661074,90887,5.594283333333330,early
GSL_G.2_main_1,32524,control,oooh awesome,594825,90684,5.619483333333330,early
GSL_G.2_main_1,32525,control,It’s so good,551759,696373,5.620183333333330,early
GSL_G.2_main_1,32526,control,Oh same,464297,594825,5.62045,early
GSL_G.2_main_1,32527,control,Where are you living?,464297,594825,5.6761,early
GSL_G.2_main_1,32528,control,Yeah I’m actually leaving Friday,551759,504005,5.758166666666670,early
GSL_G.2_main_1,32529,control,Cool,464297,661074,5.8231,early
GSL_G.2_main_1,32530,control,my older brother goes to west point though so i've been to new york state a few times,90684,694133,5.8298,early
GSL_G.2_main_1,32531,control,i know a lot of people who dont like pumpkin pie but i dont get it,594825,90684,5.858966666666670,early
GSL_G.2_main_1,32532,control,I want to do public policy,464297,661074,5.887166666666670,early
GSL_G.2_main_1,32533,control,I do not have classes this afternoon but I have tons of homework to do,90887,696373,5.953883333333330,early
GSL_G.2_main_1,32534,control,what do you want to major in?,976819,661074,5.9635,early
GSL_G.2_main_1,32535,control,yeah definitely,594825,661074,6.011833333333330,early
GSL_G.2_main_1,32536,control,i was in page a lot during summer sessions.,661074,976819,6.11215,early
GSL_G.2_main_1,32537,control,I've not started yet :(,90887,696373,6.125933333333330,early
GSL_G.2_main_1,32538,control,i know its so amazing,90684,594825,6.149066666666670,early
GSL_G.2_main_1,32539,control,Yeah my favorite thing to get there is the mango slush w/cheese foam,696373,551759,6.180066666666670,early
GSL_G.2_main_1,32540,control,nova kids are taking over,594825,661074,6.2129,early
GSL_G.2_main_1,32541,control,oh cool so am I!,976819,594825,6.3270333333333300,early
GSL_G.2_main_1,32542,control,i think I wanna do psychology,661074,976819,6.33565,early
GSL_G.2_main_1,32543,control,Ooh I haven’t gotten that,551759,696373,6.349516666666670,early
GSL_G.2_main_1,32544,control,especially the one from costco,594825,90684,6.415766666666670,early
GSL_G.2_main_1,32545,control,"That's nice, you'll get to enjoy a whole week off",504005,551759,6.420216666666670,early
GSL_G.2_main_1,32546,control,I usually get the one with fresh fruit and oolong tea,551759,696373,6.517066666666670,early
GSL_G.2_main_1,32547,control,awesome!,594825,976819,6.5469,early
GSL_G.2_main_1,32548,control,yes that one is so good,90684,594825,6.5658666666666700,early
GSL_G.2_main_1,32549,control,do you like uva?,976819,594825,6.575466666666670,early
GSL_G.2_main_1,32550,control,I do not have classes this afternoon but I have much work to do...,90887,504005,6.58115,early
GSL_G.2_main_1,32551,control,i think so,594825,976819,6.67,early
GSL_G.2_main_1,32552,control,I can’t remember what it’s called,551759,696373,6.6775,early
GSL_G.2_main_1,32553,control,me too,90887,661074,6.707316666666670,early
GSL_G.2_main_1,32554,control,How is it?,694133,90684,6.713933333333330,early
GSL_G.2_main_1,32555,control,i usually make mine from scratch but its a pretty long process,90684,594825,6.802583333333330,early
GSL_G.2_main_1,32556,control,ohh cool,976819,661074,6.816366666666670,early
GSL_G.2_main_1,32557,control,its been a weird adjustment but i like the school!,594825,976819,6.901383333333330,early
GSL_G.2_main_1,32558,control,Yeah fr,551759,504005,6.90505,early
GSL_G.2_main_1,32559,control,hi!,90684,661074,6.913866666666670,early
GSL_G.2_main_1,32560,control,"I mean there's still plenty of time to get homework done, but I wouldn't blame you if you didn't do it :)",696373,90887,6.9225,early
GSL_G.2_main_1,32561,control,how are you doing,90684,661074,6.956083333333330,early
GSL_G.2_main_1,32562,control,"yeah I can tell there is so many nova people, I feel like my part of virginia just doesn't exist",661074,594825,6.983816666666670,early
GSL_G.2_main_1,32563,control,What’s your favorite class you’re in,551759,504005,7.02915,early
GSL_G.2_main_1,32564,control,"i see, you got this!",504005,90887,7.059116666666670,early
GSL_G.2_main_1,32565,control,ohhh true,594825,90684,7.077616666666670,early
GSL_G.2_main_1,32566,control,what classes did you take over the summer?,976819,661074,7.07925,early
GSL_G.2_main_1,32567,control,i'm good what about you,661074,90684,7.215166666666670,early
GSL_G.2_main_1,32568,control,but usually the homemade ones are the best,594825,90684,7.23845,early
GSL_G.2_main_1,32569,control,just survive this week!,504005,90887,7.2571,early
GSL_G.2_main_1,32570,control,ooh that's sounds good,696373,551759,7.28705,early
GSL_G.2_main_1,32571,control,what major do you want to study?,90887,661074,7.306783333333330,early
GSL_G.2_main_1,32572,control,What’s your favorite flavor of ice cream,551759,976819,7.326733333333330,early
GSL_G.2_main_1,32573,control,are there any people from your high school here?,594825,661074,7.651083333333330,early
GSL_G.2_main_1,32574,control,haha yeah its definitely a big change from hs,976819,594825,7.661316666666670,early
GSL_G.2_main_1,32575,control,that's the first time i've heard of someone wanting to do public policy that's really cool,661074,464297,7.727366666666670,early
GSL_G.2_main_1,32576,control,how has the semester been for you,696373,551759,7.73715,early
GSL_G.2_main_1,32577,control,shannon wbu?,594825,464297,7.804333333333330,early
GSL_G.2_main_1,32578,control,What’s your favorite restaurant on the corner,551759,594825,7.836983333333330,early
GSL_G.2_main_1,32579,control,Where are you living?,464297,551759,7.90125,early
GSL_G.2_main_1,32580,control,I really like abnormal psych rn even though the tests are hard,504005,551759,7.9366666666666700,early
GSL_G.2_main_1,32581,control,yeah for sure,594825,976819,7.9938666666666700,early
GSL_G.2_main_1,32582,control,Oh cool,464297,594825,8.043466666666670,early
GSL_G.2_main_1,32583,control,what were/are you involved in?,976819,594825,8.068,early
GSL_G.2_main_1,32584,control,what psych class are you in?,504005,551759,8.07015,early
GSL_G.2_main_1,32585,control,I didn't take any classes over the summer I was just here because I lived really close,661074,976819,8.10695,early
GSL_G.2_main_1,32586,control,I'm in Kellogg,464297,594825,8.11135,early
GSL_G.2_main_1,32587,control,What’s your favorite movie you’ve seen this school year,551759,90887,8.160616666666670,early
GSL_G.2_main_1,32588,control,Yeahh! Thank you for the kind words,90887,504005,8.180883333333330,early
GSL_G.2_main_1,32589,control,"its really pretty up there because its more upstate, when i went for the first time i was pretty surprised because i only associated new york with nyc and i didn't realize that there was a lot of natural beauty and not just city",90684,694133,8.347083333333330,early
GSL_G.2_main_1,32590,control,what psych class are you in?,504005,90887,8.352966666666670,early
GSL_G.2_main_1,32591,control,Who’s your number one most listened to artist,551759,694133,8.3885,early
GSL_G.2_main_1,32592,control,1 person literally only 2 people got admitted and we're the only two here,661074,594825,8.451516666666670,early
GSL_G.2_main_1,32593,control,im in a chamber orchestra group and im in this thing called camp kesem,594825,976819,8.459266666666670,early
GSL_G.2_main_1,32594,control,psychology wbu,661074,90887,8.5831,early
GSL_G.2_main_1,32595,control,Thanks yeah I want to do education policy but have to apply in,464297,661074,8.667166666666670,early
GSL_G.2_main_1,32596,control,and a few other things but i think ill have to drop some next semester lol,594825,976819,8.7088,early
GSL_G.2_main_1,32597,control,What’s your favorite library at uva,551759,661074,8.735666666666670,early
GSL_G.2_main_1,32598,control,hmm I'd say either mint chocolate chip or cookies and cream but for ben and jerrys I always get half baked,976819,551759,8.749433333333330,early
GSL_G.2_main_1,32599,control,wbu?,594825,976819,8.756983333333330,early
GSL_G.2_main_1,32600,control,hbu,976819,551759,8.80655,early
GSL_G.2_main_1,32601,control,Thanks for that :D,90887,696373,8.823316666666670,early
GSL_G.2_main_1,32602,control,yes i make the dough from scratch and then i actually make my own sweetened condensed milk to put in it so it tastes amazing,90684,594825,8.850133333333330,early
GSL_G.2_main_1,32603,control,Is there a specific field of psych you're interested in?,464297,661074,8.867683333333330,early
GSL_G.2_main_1,32604,control,thats a hard one,594825,551759,8.8994,early
GSL_G.2_main_1,32605,control,psyc2600 Intro to social,90887,504005,9.081983333333330,early
GSL_G.2_main_1,32606,control,What’s your favorite style of architecture,551759,90684,9.103666666666670,early
GSL_G.2_main_1,32607,control,what about you,90887,504005,9.147666666666670,early
GSL_G.2_main_1,32608,control,I’m in cognitive psych,551759,504005,9.289966666666670,early
GSL_G.2_main_1,32609,control,honestly i havent been to many but i do like roots a lot,594825,551759,9.30085,early
GSL_G.2_main_1,32610,control,i'm trying to decide what other pies to make but i'm thinking of doing an apple pie and then a pecan pie,90684,594825,9.333683333333330,early
GSL_G.2_main_1,32611,control,no problem :),696373,90887,9.339083333333330,early
GSL_G.2_main_1,32612,control,I'm in abnormal psych,504005,90887,9.3763,early
GSL_G.2_main_1,32613,control,It’s super interesting but super test heavy,551759,504005,9.405633333333330,early
GSL_G.2_main_1,32614,control,woah thats crazy,594825,661074,9.490683333333330,early
GSL_G.2_main_1,32615,control,how's your prof?,504005,90887,9.511283333333330,early
GSL_G.2_main_1,32616,control,were you friends?,594825,661074,9.554683333333330,early
GSL_G.2_main_1,32617,control,are you excited for break next week?,696373,90887,9.589166666666670,early
GSL_G.2_main_1,32618,control,I love cookies and cream,551759,976819,9.601383333333330,early
GSL_G.2_main_1,32619,control,or are you now?,594825,661074,9.609266666666670,early
GSL_G.2_main_1,32620,control,"good, i'm so ready for thanksgiving break",90684,661074,9.626966666666670,early
GSL_G.2_main_1,32621,control,do you like the class?,504005,90887,9.717733333333330,early
GSL_G.2_main_1,32622,control,It’s been pretty good,551759,696373,9.774583333333330,early
GSL_G.2_main_1,32623,control,omg that sounds amazing,594825,90684,9.838416666666670,early
GSL_G.2_main_1,32624,control,i'm good! what about you?,90684,976819,9.850783333333330,early
GSL_G.2_main_1,32625,control,All of my classes have been manageable,551759,696373,9.916733333333330,early
GSL_G.2_main_1,32626,control,a good apple pie always hits,594825,90684,10.048933333333300,middle
GSL_G.2_main_1,32627,control,Roots is really good,551759,594825,10.128983333333300,middle
GSL_G.2_main_1,32628,control,oooh do you learn about the process of learning?,504005,551759,10.1694,middle
GSL_G.2_main_1,32629,control,that's good,696373,551759,10.177516666666700,middle
GSL_G.2_main_1,32630,control,I haven’t been in a while,551759,594825,10.202833333333300,middle
GSL_G.2_main_1,32631,control,im so sorry,594825,464297,10.234583333333300,middle
GSL_G.2_main_1,32632,control,Lile Maupin,551759,464297,10.447116666666700,middle
GSL_G.2_main_1,32633,control,Wbu,551759,464297,10.505166666666700,middle
GSL_G.2_main_1,32634,control,what about you?,594825,551759,10.5241,middle
GSL_G.2_main_1,32635,control,Yes exactly,551759,504005,10.659883333333300,middle
GSL_G.2_main_1,32636,control,ohh cool I'm mainly doing the society of women engineers and all girls stem society this semester and then im now j playing soccer for fun but I had played travel since 3rd grade,976819,594825,10.709233333333300,middle
GSL_G.2_main_1,32637,control,I wanna go into education so I feel like the class is super helpful,551759,504005,10.858033333333300,middle
GSL_G.2_main_1,32638,control,hi!,594825,90887,10.8683,middle
GSL_G.2_main_1,32639,control,i've only been to clark and clem and so far I think I prefer clem but I need to go explore the others,661074,551759,10.8899,middle
GSL_G.2_main_1,32640,control,"<An Inspector Calls>, it's a detective movie",90887,551759,10.92415,middle
GSL_G.2_main_1,32641,control,what's camp kesem?,976819,594825,10.9528,middle
GSL_G.2_main_1,32642,control,what about you,90887,551759,10.985816666666700,middle
GSL_G.2_main_1,32643,control,maybe Economics,90887,661074,11.172683333333300,middle
GSL_G.2_main_1,32644,control,Probably asados or the boba place,551759,594825,11.19225,middle
GSL_G.2_main_1,32645,control,omg I have a class i can recommend if you're interested,504005,551759,11.250883333333300,middle
GSL_G.2_main_1,32646,control,oh sick,976819,551759,11.294666666666700,middle
GSL_G.2_main_1,32647,control,which class are you in?,90887,661074,11.302416666666700,middle
GSL_G.2_main_1,32648,control,Wow that's great to know,694133,90684,11.396133333333300,middle
GSL_G.2_main_1,32649,control,thats awesome!,594825,976819,11.3964,middle
GSL_G.2_main_1,32650,control,Ooh cool I haven’t seen it,551759,90887,11.399533333333300,middle
